,time,displacement,max_or_min
0,1.4104700000000001,61.6,1.0
1,3.3612800000000003,57.35,1.0
2,5.332990000000001,53.3,1.0
3,7.29493,50.62,1.0
4,9.1245,49.38,1.0
5,11.16602,47.97,1.0
6,13.05015,46.43,1.0
7,15.00235,45.5,1.0
8,16.8262,44.93,1.0
9,18.81081,43.75,1.0
10,20.735120000000002,43.21,1.0
11,22.73161,42.59,1.0
12,24.67085,42.44,1.0
13,25.6262,28.93,1.0
14,26.40648,41.25,1.0
15,28.51505,41.05,1.0
16,30.325770000000002,40.69,1.0
17,32.293690000000005,40.22,1.0
18,33.32858,30.38,1.0
19,34.275729999999996,40.1,1.0
20,35.16142,30.33,1.0
21,36.18658,39.86,1.0
22,38.19532,39.55,1.0
23,39.11201,31.32,1.0
24,39.93905,39.38,1.0
25,40.91867,31.0,1.0
26,41.96415,39.54,1.0
27,43.80298,39.28,1.0
28,45.86359,38.71,1.0
29,46.61014,32.41,1.0
30,47.86183,38.61,1.0
31,49.47018,38.52,1.0
32,51.571509999999996,38.68,1.0
33,53.50169,38.04,1.0
34,55.35164,37.99,1.0
35,57.2876,37.73,1.0
36,59.152719999999995,37.84,1.0
37,60.12089,32.61,1.0
38,61.15153000000001,37.63,1.0
39,63.08265,38.04,1.0
40,65.01956,37.78,1.0
41,66.82498000000001,37.63,1.0
42,67.07403000000001,37.42,1.0
43,67.71794,33.23,1.0
44,68.74253,37.63,1.0
45,68.95099,37.63,1.0
46,69.85138,32.87,1.0
47,70.80004,37.63,1.0
48,71.84075,33.13,1.0
49,72.68483,36.96,1.0
50,74.40677,37.11,1.0
51,74.6746,37.11,1.0
52,74.7797,37.01,1.0
53,76.37234000000001,37.11,1.0
54,76.70397,37.22,1.0
55,77.49882,33.69,1.0
56,78.42375,36.8,1.0
57,79.24521,33.56,1.0
58,80.40843000000001,36.96,1.0
59,80.58898,36.86,1.0
60,81.17748,33.75,1.0
61,82.21401999999999,36.91,1.0
62,82.32545,36.91,1.0
63,84.18958,36.75,1.0
64,85.42408,34.47,1.0
65,86.01536,36.65,1.0
66,86.26943,36.91,1.0
67,87.17348,33.44,1.0
68,87.99795999999999,37.16,1.0
69,89.87122,36.91,1.0
70,90.05537,37.01,1.0
71,90.87439,33.95,1.0
72,91.83036,36.86,1.0
73,92.92073,33.64,1.0
74,93.751,37.06,1.0
75,93.94389,36.65,1.0
76,95.7112,36.65,1.0
77,97.70626999999999,36.44,1.0
78,99.19528000000001,36.08,1.0
79,99.44660999999999,36.8,1.0
80,100.4727,33.59,1.0
81,101.17277,36.24,1.0
82,101.35891,36.86,1.0
83,101.61092,36.7,1.0
84,101.78001,36.08,1.0
85,102.6329,33.85,1.0
86,103.54442,36.48,1.0
87,104.2535,34.26,1.0
88,104.57342,34.11,1.0
89,105.16565,36.55,1.0
90,105.54173,36.19,1.0
91,106.22946,33.75,1.0
92,106.53671000000001,34.33,1.0
93,107.13723999999999,36.75,1.0
94,109.12265,36.34,1.0
95,109.1925,36.34,1.0
96,109.84466,34.48,1.0
97,110.36174,34.36,1.0
98,111.04637,36.19,1.0
99,111.37007,35.98,1.0
100,111.75713999999999,34.38,1.0
101,112.20006000000001,34.11,1.0
102,112.93781000000001,37.13,1.0
103,113.12456999999999,36.6,1.0
104,113.31513999999999,35.88,1.0
105,113.75823999999999,34.11,1.0
106,114.59143999999999,35.86,1.0
107,114.79196,36.6,1.0
108,114.97848,36.7,1.0
109,115.87405,33.59,1.0
110,116.51893000000001,35.82,1.0
111,116.85869,36.01,1.0
112,117.87256000000001,34.02,1.0
113,118.06031999999999,34.47,1.0
114,118.57591000000001,36.39,1.0
115,118.7945,36.08,1.0
116,119.06773000000001,35.65,1.0
117,120.01919,34.57,1.0
118,120.71896000000001,36.55,1.0
119,121.23406000000001,34.85,1.0
120,122.59584,36.49,1.0
121,122.72103999999999,36.49,1.0
122,123.03147,35.6,1.0
123,123.54117,34.16,1.0
124,124.05078999999999,35.34,1.0
125,124.3736,36.32,1.0
126,124.5676,36.03,1.0
127,124.95482,35.31,1.0
128,125.46773999999999,34.52,1.0
129,125.65911000000001,34.43,1.0
130,125.86237,35.57,1.0
131,126.50232,36.39,1.0
132,127.54498999999998,34.12,1.0
133,127.92096000000001,35.62,1.0
134,128.18004,36.34,1.0
135,128.35896,36.55,1.0
136,128.74938,35.52,1.0
137,129.06892,34.54,1.0
138,129.51958,34.31,1.0
139,129.78603999999999,35.29,1.0
140,129.97924,35.98,1.0
141,130.23645,35.88,1.0
142,130.29477,35.88,1.0
143,130.7382,35.29,1.0
144,131.25097,34.16,1.0
145,131.4441,34.42,1.0
146,131.63868,35.57,1.0
147,132.2314,36.39,1.0
148,132.65905,35.03,1.0
149,133.42625,34.36,1.0
150,134.04968,36.44,1.0
151,135.12967,34.12,1.0
152,135.75112,35.88,1.0
153,135.95678,35.82,1.0
154,136.22016000000002,36.19,1.0
155,136.6842,34.62,1.0
156,137.95655,35.91,1.0
157,139.03937,34.36,1.0
158,139.35969,35.36,1.0
159,139.68667,36.7,1.0
160,139.88727,35.96,1.0
161,140.74175,34.21,1.0
162,141.43783,35.7,1.0
163,141.62176000000002,36.27,1.0
164,141.82692,35.96,1.0
165,142.22125,35.77,1.0
166,142.54076,34.85,1.0
167,143.00224,34.59,1.0
168,143.18121000000002,35.21,1.0
169,143.49973,36.08,1.0
170,143.68837,35.81,1.0
171,144.00708999999998,35.7,1.0
172,144.44845,34.48,1.0
173,145.0257,34.98,1.0
174,145.21891000000002,35.72,1.0
175,145.47133,36.24,1.0
176,145.78789,36.19,1.0
177,147.57204,36.75,1.0
178,148.14154,34.93,1.0
179,148.33455,34.42,1.0
180,149.23292,35.93,1.0
181,149.48578,35.65,1.0
182,149.88109,35.4,1.0
183,150.16519,34.52,1.0
184,150.60592,34.47,1.0
185,151.1308,35.96,1.0
186,151.3137,35.82,1.0
187,152.0232,34.52,1.0
188,153.30074,36.75,1.0
189,154.00609,34.64,1.0
190,155.10102,36.19,1.0
191,155.61897,35.46,1.0
192,155.96896,34.57,1.0
193,156.25488,34.42,1.0
194,156.57285,35.09,1.0
195,156.98453,36.13,1.0
196,157.29023,36.03,1.0
197,157.9926,34.36,1.0
198,158.63054,35.57,1.0
199,159.01543,36.29,1.0
200,159.35762,35.81,1.0
201,160.68558000000002,35.82,1.0
202,161.11345,36.19,1.0
203,161.59626,34.79,1.0
204,162.23147,34.79,1.0
205,162.6534,35.82,1.0
206,162.84831,35.6,1.0
207,163.8874,34.85,1.0
208,164.42893,35.52,1.0
209,164.68366,36.07,1.0
210,165.40595,34.73,1.0
211,166.17444,34.95,1.0
212,166.35699,35.62,1.0
213,166.64047,36.24,1.0
214,166.76917,36.24,1.0
215,167.18021000000002,35.36,1.0
216,168.48585,35.98,1.0
217,168.74101000000002,35.62,1.0
218,169.31301000000002,34.73,1.0
219,169.76876000000001,34.52,1.0
220,169.96303,35.0,1.0
221,170.24003000000002,35.82,1.0
222,170.5488,35.72,1.0
223,170.75433,35.88,1.0
224,171.79883,34.85,1.0
225,172.08055,36.13,1.0
226,172.3186,35.98,1.0
227,172.62903,36.08,1.0
228,172.93708,35.36,1.0
229,173.12322,34.78,1.0
230,173.7648,34.78,1.0
231,174.21868999999998,35.86,1.0
232,174.36078999999998,36.12,1.0
233,174.66844,35.82,1.0
234,175.20098000000002,34.57,1.0
235,175.63488,34.73,1.0
236,176.11137,35.93,1.0
237,176.75224,35.19,1.0
238,177.06158,34.59,1.0
239,177.695,35.15,1.0
240,178.17157,36.13,1.0
241,179.3606,34.36,1.0
242,180.06207,35.62,1.0
243,180.38873999999998,36.39,1.0
244,180.97276000000002,34.59,1.0
245,181.90797,35.7,1.0
246,182.07567,35.93,1.0
247,182.82048,34.69,1.0
248,183.34595,35.36,1.0
249,183.9302,35.67,1.0
250,184.18344,35.93,1.0
251,185.08065,34.54,1.0
252,185.72705,35.57,1.0
253,185.91321000000002,35.7,1.0
254,187.79389,35.98,1.0
255,188.05858,35.82,1.0
256,188.30989,35.36,1.0
257,188.57582,34.74,1.0
258,188.89533,34.64,1.0
259,189.41272,35.67,1.0
260,189.73273,35.57,1.0
261,190.0498,35.57,1.0
262,190.56985,34.54,1.0
263,191.28144,35.98,1.0
264,191.7335,36.08,1.0
265,191.86343,35.82,1.0
266,192.81478,34.52,1.0
267,193.45386000000002,35.82,1.0
268,193.63272,35.57,1.0
269,193.95345,36.03,1.0
270,194.28499,34.9,1.0
271,194.66522,34.64,1.0
272,194.85889,34.95,1.0
273,195.49346,35.88,1.0
274,196.18376999999998,34.73,1.0
275,196.39132,34.57,1.0
276,196.81759,35.09,1.0
277,197.14113999999998,35.77,1.0
278,197.36098,36.03,1.0
279,198.72582,34.47,1.0
280,199.28631000000001,36.03,1.0
281,199.4974,35.98,1.0
282,199.82565,35.31,1.0
283,200.61189,34.93,1.0
284,201.32189,35.88,1.0
